YEAR,YEAR_LONG,COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,PK12_ENROLLMENT,PK_FULL_ENROLLMENT,PK_HALF_ENROLLMENT,PK_ENROLLMENT,K12_ENROLLMENT,CHG_PK12_ENROLLMENT,PCT_CHG_PK12_ENROLLMENT,CHG_10YR_PK12_ENROLLMENT,PCT_CHG_10Y_PK12_ENROLLMENT,CHG_K12_ENROLLMENT,PCT_CHG_K12_ENROLLMENT,CHG_10Y_K12_ENROLLMENT,PCT_CHG_10Y_K12_ENROLLMENT
2023,2023-24,05,Burlington,3920,Palmyra Public School District,1039,93,0,93,946,54,0.0548223350253807,76,0.07892004153686405,-3,-0.0031612223393044925,-6,-0.006302521008403339
2012,2012-13,05,Burlington,4050,Pemberton Township School District,4994,575,0,575,4419,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,4050,Pemberton Township School District,5035,572,0,572,4463,41,0.008209851822186698,NA,NA,44,0.009957003847024248,NA,NA
2014,2014-15,05,Burlington,4050,Pemberton Township School District,5048,602,0,602,4446,13,0.0025819265143991466,NA,NA,-17,-0.0038090970199416985,NA,NA
2015,2015-16,05,Burlington,4050,Pemberton Township School District,5028,618,0,618,4410,-20,-0.003961965134706813,NA,NA,-36,-0.0080971659919028,NA,NA
2016,2016-17,05,Burlington,4050,Pemberton Township School District,4904,557,0,557,4347,-124,-0.024661893396976886,NA,NA,-63,-0.014285714285714235,NA,NA
2017,2017-18,05,Burlington,4050,Pemberton Township School District,4767,541,0,541,4226,-137,-0.027936378466557943,NA,NA,-121,-0.027835288704853967,NA,NA
2018,2018-19,05,Burlington,4050,Pemberton Township School District,4730,535,0,535,4195,-37,-0.007761694986364587,NA,NA,-31,-0.0073355418835778785,NA,NA
2019,2019-20,05,Burlington,4050,Pemberton Township School District,4576,475,0,475,4101,-154,-0.032558139534883734,NA,NA,-94,-0.022407628128724655,NA,NA
2020,2020-21,05,Burlington,4050,Pemberton Township School District,4355,382,0,382,3973,-221,-0.048295454545454586,NA,NA,-128,-0.03121189953669834,NA,NA
2021,2021-22,05,Burlington,4050,Pemberton Township School District,4377,469,0,469,3908,22,0.0050516647531573255,NA,NA,-65,-0.016360432922225,NA,NA
2022,2022-23,05,Burlington,4050,Pemberton Township School District,4354,490,0,490,3864,-23,-0.005254740689970339,-640,-0.12815378454144977,-44,-0.011258955987717534,-555,-0.12559402579769174
2023,2023-24,05,Burlington,4050,Pemberton Township School District,4331,534,0,534,3797,-23,-0.005282498851630679,-704,-0.13982125124131084,-67,-0.01733954451345754,-666,-0.14922697736948243
2012,2012-13,05,Burlington,4320,Rancocas Valley Regional High School District,2014,0,0,0,2014,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,4320,Rancocas Valley Regional High School District,2049,0,0,0,2049,35,0.0173783515392254,NA,NA,35,0.0173783515392254,NA,NA
2014,2014-15,05,Burlington,4320,Rancocas Valley Regional High School District,2077,0,0,0,2077,28,0.013665202537823218,NA,NA,28,0.013665202537823218,NA,NA
2015,2015-16,05,Burlington,4320,Rancocas Valley Regional High School District,2061,0,0,0,2061,-16,-0.007703418391911465,NA,NA,-16,-0.007703418391911465,NA,NA
2016,2016-17,05,Burlington,4320,Rancocas Valley Regional High School District,2085,0,0,0,2085,24,0.011644832605531397,NA,NA,24,0.011644832605531397,NA,NA
2017,2017-18,05,Burlington,4320,Rancocas Valley Regional High School District,2052,0,0,0,2052,-33,-0.015827338129496438,NA,NA,-33,-0.015827338129496438,NA,NA
2018,2018-19,05,Burlington,4320,Rancocas Valley Regional High School District,2047,0,0,0,2047,-5,-0.002436647173489237,NA,NA,-5,-0.002436647173489237,NA,NA
2019,2019-20,05,Burlington,4320,Rancocas Valley Regional High School District,2043,0,0,0,2043,-4,-0.0019540791402051783,NA,NA,-4,-0.0019540791402051783,NA,NA
2020,2020-21,05,Burlington,4320,Rancocas Valley Regional High School District,2069,0,0,0,2069,26,0.012726382770435585,NA,NA,26,0.012726382770435585,NA,NA
2021,2021-22,05,Burlington,4320,Rancocas Valley Regional High School District,2048,0,0,0,2048,-21,-0.010149830836152729,NA,NA,-21,-0.010149830836152729,NA,NA
2022,2022-23,05,Burlington,4320,Rancocas Valley Regional High School District,1981,0,0,0,1981,-67,-0.03271484375,-33,-0.01638530287984108,-67,-0.03271484375,-33,-0.01638530287984108
2023,2023-24,05,Burlington,4320,Rancocas Valley Regional High School District,2005,0,0,0,2005,24,0.012115093387178089,-44,-0.021473889702293802,24,0.012115093387178089,-44,-0.021473889702293802
2012,2012-13,05,Burlington,4450,Riverside Township School District,1417,0,115,115,1302,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,4450,Riverside Township School District,1446,0,119,119,1327,29,0.020465772759350687,NA,NA,25,0.01920122887864828,NA,NA
2014,2014-15,05,Burlington,4450,Riverside Township School District,1387,0,74,74,1313,-59,-0.04080221300138309,NA,NA,-14,-0.010550113036925435,NA,NA
2015,2015-16,05,Burlington,4450,Riverside Township School District,1395,0,85,85,1310,8,0.005767844268204758,NA,NA,-3,-0.0022848438690022954,NA,NA
2016,2016-17,05,Burlington,4450,Riverside Township School District,1404,0,93,93,1311,9,0.006451612903225712,NA,NA,1,7.633587786259888e-4,NA,NA
2017,2017-18,05,Burlington,4450,Riverside Township School District,1380,0,92,92,1288,-24,-0.017094017094017144,NA,NA,-23,-0.01754385964912286,NA,NA
2018,2018-19,05,Burlington,4450,Riverside Township School District,1371,12,74,86,1285,-9,-0.006521739130434745,NA,NA,-3,-0.0023291925465838137,NA,NA
2019,2019-20,05,Burlington,4450,Riverside Township School District,1423,13,81,94,1329,52,0.03792851932895691,NA,NA,44,0.03424124513618687,NA,NA
2020,2020-21,05,Burlington,4450,Riverside Township School District,1358,9,47,56,1302,-65,-0.045678144764581874,NA,NA,-27,-0.020316027088036148,NA,NA
2021,2021-22,05,Burlington,4450,Riverside Township School District,1413,10,72,82,1331,55,0.040500736377025115,NA,NA,29,0.022273425499232058,NA,NA
2022,2022-23,05,Burlington,4450,Riverside Township School District,1520,0,95,95,1425,107,0.07572540693559793,103,0.07268877911079752,94,0.07062359128474838,123,0.09447004608294929
2023,2023-24,05,Burlington,4450,Riverside Township School District,1536,0,108,108,1428,16,0.010526315789473717,90,0.06224066390041494,3,0.002105263157894832,101,0.07611152976639035
2012,2012-13,05,Burlington,4460,Riverton School District,268,0,0,0,268,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,4460,Riverton School District,304,0,14,14,290,36,0.13432835820895517,NA,NA,22,0.08208955223880587,NA,NA
2014,2014-15,05,Burlington,4460,Riverton School District,278,0,0,0,278,-26,-0.08552631578947367,NA,NA,-12,-0.04137931034482756,NA,NA
2015,2015-16,05,Burlington,4460,Riverton School District,288,0,0,0,288,10,0.03597122302158273,NA,NA,10,0.03597122302158273,NA,NA
2016,2016-17,05,Burlington,4460,Riverton School District,279,0,0,0,279,-9,-0.03125,NA,NA,-9,-0.03125,NA,NA
2017,2017-18,05,Burlington,4460,Riverton School District,296,0,15,15,281,17,0.06093189964157708,NA,NA,2,0.007168458781362075,NA,NA
2018,2018-19,05,Burlington,4460,Riverton School District,290,0,12,12,278,-6,-0.020270270270270285,NA,NA,-3,-0.010676156583629859,NA,NA
2019,2019-20,05,Burlington,4460,Riverton School District,303,0,15,15,288,13,0.04482758620689653,NA,NA,10,0.03597122302158273,NA,NA
2020,2020-21,05,Burlington,4460,Riverton School District,290,0,10,10,280,-13,-0.04290429042904287,NA,NA,-8,-0.02777777777777779,NA,NA
2021,2021-22,05,Burlington,4460,Riverton School District,299,0,15,15,284,9,0.03103448275862064,NA,NA,4,0.014285714285714235,NA,NA
2022,2022-23,05,Burlington,4460,Riverton School District,272,0,9,9,263,-27,-0.09030100334448166,4,0.014925373134328401,-21,-0.073943661971831,-5,-0.018656716417910446
2023,2023-24,05,Burlington,4460,Riverton School District,261,0,6,6,255,-11,-0.0404411764705882,-43,-0.14144736842105265,-8,-0.03041825095057038,-35,-0.12068965517241381
2012,2012-13,05,Burlington,4740,Shamong Township School District,897,0,0,0,897,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,4740,Shamong Township School District,834,0,0,0,834,-63,-0.07023411371237454,NA,NA,-63,-0.07023411371237454,NA,NA
2014,2014-15,05,Burlington,4740,Shamong Township School District,798,0,0,0,798,-36,-0.043165467625899234,NA,NA,-36,-0.043165467625899234,NA,NA
2015,2015-16,05,Burlington,4740,Shamong Township School District,771,0,6,6,765,-27,-0.03383458646616544,NA,NA,-33,-0.041353383458646586,NA,NA
2016,2016-17,05,Burlington,4740,Shamong Township School District,778,20,4,24,754,7,0.009079118028534339,NA,NA,-11,-0.01437908496732021,NA,NA
2017,2017-18,05,Burlington,4740,Shamong Township School District,760,21,5,26,734,-18,-0.023136246786632397,NA,NA,-20,-0.02652519893899208,NA,NA
2018,2018-19,05,Burlington,4740,Shamong Township School District,742,0,28,28,714,-18,-0.023684210526315752,NA,NA,-20,-0.027247956403269713,NA,NA
2019,2019-20,05,Burlington,4740,Shamong Township School District,730,1,20,21,709,-12,-0.016172506738544423,NA,NA,-5,-0.007002801120448154,NA,NA
2020,2020-21,05,Burlington,4740,Shamong Township School District,691,1,0,1,690,-39,-0.05342465753424652,NA,NA,-19,-0.026798307475317307,NA,NA
2021,2021-22,05,Burlington,4740,Shamong Township School District,690,1,0,1,689,-1,-0.0014471780028944004,NA,NA,-1,-0.0014492753623188692,NA,NA
2022,2022-23,05,Burlington,4740,Shamong Township School District,690,0,4,4,686,0,0,-207,-0.23076923076923073,-3,-0.004354136429608135,-211,-0.2352285395763657
2023,2023-24,05,Burlington,4740,Shamong Township School District,663,0,6,6,657,-27,-0.03913043478260869,-171,-0.20503597122302153,-29,-0.042274052478134094,-177,-0.21223021582733814
2012,2012-13,05,Burlington,4930,Southampton Township School District,768,0,0,0,768,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,4930,Southampton Township School District,729,0,0,0,729,-39,-0.05078125,NA,NA,-39,-0.05078125,NA,NA
2014,2014-15,05,Burlington,4930,Southampton Township School District,726,0,0,0,726,-3,-0.004115226337448541,NA,NA,-3,-0.004115226337448541,NA,NA
2015,2015-16,05,Burlington,4930,Southampton Township School District,699,0,0,0,699,-27,-0.037190082644628086,NA,NA,-27,-0.037190082644628086,NA,NA
2016,2016-17,05,Burlington,4930,Southampton Township School District,709,0,0,0,709,10,0.014306151645207432,NA,NA,10,0.014306151645207432,NA,NA
2017,2017-18,05,Burlington,4930,Southampton Township School District,725,0,5,5,720,16,0.02256699576868826,NA,NA,11,0.015514809590973178,NA,NA
2018,2018-19,05,Burlington,4930,Southampton Township School District,718,0,9,9,709,-7,-0.0096551724137931,NA,NA,-11,-0.015277777777777724,NA,NA
2019,2019-20,05,Burlington,4930,Southampton Township School District,690,0,0,0,690,-28,-0.03899721448467963,NA,NA,-19,-0.026798307475317307,NA,NA
2020,2020-21,05,Burlington,4930,Southampton Township School District,701,0,1,1,700,11,0.01594202898550723,NA,NA,10,0.01449275362318847,NA,NA
2021,2021-22,05,Burlington,4930,Southampton Township School District,682,0,1,1,681,-19,-0.02710413694721825,NA,NA,-19,-0.027142857142857135,NA,NA
2022,2022-23,05,Burlington,4930,Southampton Township School District,691,0,0,0,691,9,0.01319648093841641,-77,-0.10026041666666663,10,0.014684287812041008,-77,-0.10026041666666663
2023,2023-24,05,Burlington,4930,Southampton Township School District,683,0,9,9,674,-8,-0.01157742402315487,-46,-0.06310013717421126,-17,-0.02460202604920403,-55,-0.07544581618655688
2012,2012-13,05,Burlington,5010,Springfield Township School District,264,0,0,0,264,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,5010,Springfield Township School District,247,0,0,0,247,-17,-0.06439393939393945,NA,NA,-17,-0.06439393939393945,NA,NA
2014,2014-15,05,Burlington,5010,Springfield Township School District,230,0,0,0,230,-17,-0.06882591093117407,NA,NA,-17,-0.06882591093117407,NA,NA
2015,2015-16,05,Burlington,5010,Springfield Township School District,222,0,14,14,208,-8,-0.034782608695652195,NA,NA,-22,-0.09565217391304348,NA,NA
2016,2016-17,05,Burlington,5010,Springfield Township School District,232,0,16,16,216,10,0.04504504504504503,NA,NA,8,0.03846153846153855,NA,NA
2017,2017-18,05,Burlington,5010,Springfield Township School District,216,0,23,23,193,-16,-0.06896551724137934,NA,NA,-23,-0.10648148148148151,NA,NA
2018,2018-19,05,Burlington,5010,Springfield Township School District,225,0,23,23,202,9,0.04166666666666674,NA,NA,9,0.04663212435233155,NA,NA
2019,2019-20,05,Burlington,5010,Springfield Township School District,243,0,24,24,219,18,0.08000000000000007,NA,NA,17,0.08415841584158423,NA,NA
2020,2020-21,05,Burlington,5010,Springfield Township School District,226,0,15,15,211,-17,-0.06995884773662553,NA,NA,-8,-0.0365296803652968,NA,NA
2021,2021-22,05,Burlington,5010,Springfield Township School District,249,0,15,15,234,23,0.10176991150442483,NA,NA,23,0.1090047393364928,NA,NA
2022,2022-23,05,Burlington,5010,Springfield Township School District,279,0,20,20,259,30,0.12048192771084332,15,0.05681818181818188,25,0.1068376068376069,-5,-0.018939393939393923
2023,2023-24,05,Burlington,5010,Springfield Township School District,288,0,20,20,268,9,0.032258064516129004,41,0.165991902834008,9,0.03474903474903468,21,0.08502024291497978
2012,2012-13,05,Burlington,5130,Tabernacle Township School District,788,0,0,0,788,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,5130,Tabernacle Township School District,762,0,5,5,757,-26,-0.032994923857868064,NA,NA,-31,-0.03934010152284262,NA,NA
2014,2014-15,05,Burlington,5130,Tabernacle Township School District,776,1,8,9,767,14,0.018372703412073532,NA,NA,10,0.013210039630118908,NA,NA
2015,2015-16,05,Burlington,5130,Tabernacle Township School District,747,0,7,7,740,-29,-0.037371134020618535,NA,NA,-27,-0.03520208604954367,NA,NA
2016,2016-17,05,Burlington,5130,Tabernacle Township School District,709,0,10,10,699,-38,-0.05087014725568939,NA,NA,-41,-0.055405405405405395,NA,NA
2017,2017-18,05,Burlington,5130,Tabernacle Township School District,707,0,21,21,686,-2,-0.0028208744710860323,NA,NA,-13,-0.01859799713876964,NA,NA
2018,2018-19,05,Burlington,5130,Tabernacle Township School District,696,0,18,18,678,-11,-0.01555869872701554,NA,NA,-8,-0.011661807580174877,NA,NA
2019,2019-20,05,Burlington,5130,Tabernacle Township School District,667,2,14,16,651,-29,-0.04166666666666663,NA,NA,-27,-0.03982300884955747,NA,NA
2020,2020-21,05,Burlington,5130,Tabernacle Township School District,655,0,11,11,644,-12,-0.01799100449775115,NA,NA,-7,-0.010752688172043001,NA,NA
2021,2021-22,05,Burlington,5130,Tabernacle Township School District,665,0,19,19,646,10,0.01526717557251911,NA,NA,2,0.0031055900621117516,NA,NA
2022,2022-23,05,Burlington,5130,Tabernacle Township School District,688,0,25,25,663,23,0.03458646616541361,-100,-0.12690355329949243,17,0.026315789473684292,-125,-0.15862944162436543
2023,2023-24,05,Burlington,5130,Tabernacle Township School District,688,0,24,24,664,0,0,-74,-0.09711286089238846,1,0.0015082956259426794,-93,-0.12285336856010565
2012,2012-13,05,Burlington,5490,Washington Twp,37,8,0,8,29,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,5490,Washington Twp,32,9,0,9,23,-5,-0.1351351351351351,NA,NA,-6,-0.2068965517241379,NA,NA
2014,2014-15,05,Burlington,5490,Washington Twp,41,7,0,7,34,9,0.28125,NA,NA,11,0.4782608695652173,NA,NA
2015,2015-16,05,Burlington,5490,Washington Twp,37,7,0,7,30,-4,-0.09756097560975607,NA,NA,-4,-0.11764705882352944,NA,NA
2012,2012-13,05,Burlington,5720,Westampton Township Public School District,980,2,1,3,977,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,5720,Westampton Township Public School District,993,3,18,21,972,13,0.013265306122449028,NA,NA,-5,-0.0051177072671443335,NA,NA
2014,2014-15,05,Burlington,5720,Westampton Township Public School District,957,1,13,14,943,-36,-0.03625377643504535,NA,NA,-29,-0.029835390946502005,NA,NA
2015,2015-16,05,Burlington,5720,Westampton Township Public School District,979,0,45,45,934,22,0.02298850574712641,NA,NA,-9,-0.009544008483563071,NA,NA
2016,2016-17,05,Burlington,5720,Westampton Township Public School District,978,0,20,20,958,-1,-0.0010214504596527396,NA,NA,24,0.025695931477516032,NA,NA
2017,2017-18,05,Burlington,5720,Westampton Township Public School District,1005,0,15,15,990,27,0.027607361963190247,NA,NA,32,0.03340292275574108,NA,NA
2018,2018-19,05,Burlington,5720,Westampton Township Public School District,997,0,24,24,973,-8,-0.007960199004975133,NA,NA,-17,-0.01717171717171717,NA,NA
2019,2019-20,05,Burlington,5720,Westampton Township Public School District,1024,0,26,26,998,27,0.027081243731193583,NA,NA,25,0.025693730729702047,NA,NA
2020,2020-21,05,Burlington,5720,Westampton Township Public School District,983,0,21,21,962,-41,-0.0400390625,NA,NA,-36,-0.03607214428857719,NA,NA
2021,2021-22,05,Burlington,5720,Westampton Township Public School District,927,0,21,21,906,-56,-0.056968463886063025,NA,NA,-56,-0.058212058212058215,NA,NA
2022,2022-23,05,Burlington,5720,Westampton Township Public School District,923,25,0,25,898,-4,-0.004314994606256728,-57,-0.05816326530612248,-8,-0.008830022075055233,-79,-0.08085977482088025
2023,2023-24,05,Burlington,5720,Westampton Township Public School District,908,40,0,40,868,-15,-0.01625135427952329,-85,-0.08559919436052366,-30,-0.03340757238307346,-104,-0.10699588477366251
2012,2012-13,05,Burlington,5805,Willingboro Public School District,3952,186,55,241,3711,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,5805,Willingboro Public School District,3901,197,79,276,3625,-51,-0.01290485829959509,NA,NA,-86,-0.023174346537321422,NA,NA
2014,2014-15,05,Burlington,5805,Willingboro Public School District,3747,189,9,198,3549,-154,-0.03947705716482952,NA,NA,-76,-0.020965517241379295,NA,NA
2015,2015-16,05,Burlington,5805,Willingboro Public School District,3660,180,1,181,3479,-87,-0.023218574859887875,NA,NA,-70,-0.01972386587771202,NA,NA
2016,2016-17,05,Burlington,5805,Willingboro Public School District,3601,178,11,189,3412,-59,-0.016120218579234957,NA,NA,-67,-0.019258407588387483,NA,NA
2017,2017-18,05,Burlington,5805,Willingboro Public School District,3110,149,0,149,2961,-491,-0.13635101360733126,NA,NA,-451,-0.13218053927315354,NA,NA
2018,2018-19,05,Burlington,5805,Willingboro Public School District,3338,257,0,257,3081,228,0.0733118971061093,NA,NA,120,0.04052684903748727,NA,NA
2019,2019-20,05,Burlington,5805,Willingboro Public School District,3414,291,0,291,3123,76,0.022768124625524244,NA,NA,42,0.01363193768257065,NA,NA
2020,2020-21,05,Burlington,5805,Willingboro Public School District,3372,273,2,275,3097,-42,-0.012302284710017597,NA,NA,-26,-0.008325328210054384,NA,NA
2021,2021-22,05,Burlington,5805,Willingboro Public School District,3505,318,0,318,3187,133,0.039442467378410395,NA,NA,90,0.029060381013884307,NA,NA
2022,2022-23,05,Burlington,5805,Willingboro Public School District,3651,320,0,320,3331,146,0.041654778887303845,-301,-0.07616396761133604,144,0.045183558205208696,-380,-0.10239827539746704
2023,2023-24,05,Burlington,5805,Willingboro Public School District,3693,360,0,360,3333,42,0.011503697617091246,-208,-0.05331966162522428,2,6.004202942060388e-4,-292,-0.08055172413793099
2012,2012-13,05,Burlington,5890,Woodland Township School District,160,0,5,5,155,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,5890,Woodland Township School District,145,0,4,4,141,-15,-0.09375,NA,NA,-14,-0.0903225806451613,NA,NA
2014,2014-15,05,Burlington,5890,Woodland Township School District,152,0,6,6,146,7,0.048275862068965614,NA,NA,5,0.03546099290780136,NA,NA
